date,region,product_id,product_name,channel,units_sold,unit_price,returns_units,returns_value,unit_cost
2026-04-21,South,SKU-104,Drift Yoga Mat,web,33,55.0,1,55.0,26.0
2026-04-21,South,SKU-104,Drift Yoga Mat,marketplace,16,55.0,1,55.0,26.0
2026-04-21,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-21,West,SKU-101,Aurora Desk Lamp,web,43,42.0,0,0.0,24.0
2026-04-21,West,SKU-101,Aurora Desk Lamp,marketplace,22,42.0,0,0.0,24.0
2026-04-21,West,SKU-101,Aurora Desk Lamp,retail,10,42.0,0,0.0,24.0
2026-04-21,West,SKU-102,Nimbus Bottle,web,73,28.0,2,56.0,11.0
2026-04-21,West,SKU-102,Nimbus Bottle,marketplace,37,28.0,1,28.0,11.0
2026-04-21,West,SKU-102,Nimbus Bottle,retail,17,28.0,0,0.0,11.0
2026-04-21,West,SKU-103,Halo Phone Stand,web,91,19.0,5,95.0,7.5
2026-04-21,West,SKU-103,Halo Phone Stand,marketplace,49,19.0,2,38.0,7.5
2026-04-21,West,SKU-103,Halo Phone Stand,retail,25,19.0,1,19.0,7.5
2026-04-21,West,SKU-104,Drift Yoga Mat,web,19,55.0,1,55.0,26.0
2026-04-21,West,SKU-104,Drift Yoga Mat,marketplace,10,55.0,0,0.0,26.0
2026-04-21,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-22,North,SKU-101,Aurora Desk Lamp,web,56,42.0,1,42.0,24.0
2026-04-22,North,SKU-101,Aurora Desk Lamp,marketplace,31,42.0,0,0.0,24.0
2026-04-22,North,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-22,North,SKU-102,Nimbus Bottle,web,95,28.0,2,56.0,11.0
2026-04-22,North,SKU-102,Nimbus Bottle,marketplace,52,28.0,1,28.0,11.0
2026-04-22,North,SKU-102,Nimbus Bottle,retail,25,28.0,0,0.0,11.0
2026-04-22,North,SKU-103,Halo Phone Stand,web,125,19.0,5,95.0,7.5
2026-04-22,North,SKU-103,Halo Phone Stand,marketplace,69,19.0,3,57.0,7.5
2026-04-22,North,SKU-103,Halo Phone Stand,retail,35,19.0,1,19.0,7.5
2026-04-22,North,SKU-104,Drift Yoga Mat,web,27,55.0,2,110.0,26.0
2026-04-22,North,SKU-104,Drift Yoga Mat,marketplace,14,55.0,1,55.0,26.0
2026-04-22,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-22,South,SKU-101,Aurora Desk Lamp,web,65,42.0,2,84.0,24.0
2026-04-22,South,SKU-101,Aurora Desk Lamp,marketplace,36,42.0,1,42.0,24.0
2026-04-22,South,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-22,South,SKU-102,Nimbus Bottle,web,109,28.0,4,112.0,11.0
2026-04-22,South,SKU-102,Nimbus Bottle,marketplace,61,28.0,3,84.0,11.0
2026-04-22,South,SKU-102,Nimbus Bottle,retail,29,28.0,1,28.0,11.0
2026-04-22,South,SKU-103,Halo Phone Stand,web,145,19.0,7,133.0,7.5
2026-04-22,South,SKU-103,Halo Phone Stand,marketplace,78,19.0,6,114.0,7.5
2026-04-22,South,SKU-103,Halo Phone Stand,retail,42,19.0,2,38.0,7.5
2026-04-22,South,SKU-104,Drift Yoga Mat,web,32,55.0,2,110.0,26.0
2026-04-22,South,SKU-104,Drift Yoga Mat,marketplace,16,55.0,2,110.0,26.0
2026-04-22,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-22,West,SKU-101,Aurora Desk Lamp,web,43,42.0,1,42.0,24.0
2026-04-22,West,SKU-101,Aurora Desk Lamp,marketplace,21,42.0,0,0.0,24.0
2026-04-22,West,SKU-101,Aurora Desk Lamp,retail,11,42.0,0,0.0,24.0
2026-04-22,West,SKU-102,Nimbus Bottle,web,71,28.0,3,84.0,11.0
2026-04-22,West,SKU-102,Nimbus Bottle,marketplace,39,28.0,1,28.0,11.0
2026-04-22,West,SKU-102,Nimbus Bottle,retail,18,28.0,0,0.0,11.0
2026-04-22,West,SKU-103,Halo Phone Stand,web,93,19.0,6,114.0,7.5
2026-04-22,West,SKU-103,Halo Phone Stand,marketplace,49,19.0,3,57.0,7.5
2026-04-22,West,SKU-103,Halo Phone Stand,retail,23,19.0,0,0.0,7.5
2026-04-22,West,SKU-104,Drift Yoga Mat,web,20,55.0,1,55.0,26.0
2026-04-22,West,SKU-104,Drift Yoga Mat,marketplace,9,55.0,0,0.0,26.0
2026-04-22,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-23,North,SKU-101,Aurora Desk Lamp,web,62,42.0,1,42.0,24.0
2026-04-23,North,SKU-101,Aurora Desk Lamp,marketplace,34,42.0,1,42.0,24.0
2026-04-23,North,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-23,North,SKU-102,Nimbus Bottle,web,111,28.0,4,112.0,11.0
2026-04-23,North,SKU-102,Nimbus Bottle,marketplace,61,28.0,2,56.0,11.0
2026-04-23,North,SKU-102,Nimbus Bottle,retail,28,28.0,0,0.0,11.0
2026-04-23,North,SKU-103,Halo Phone Stand,web,139,19.0,4,76.0,7.5
2026-04-23,North,SKU-103,Halo Phone Stand,marketplace,74,19.0,4,76.0,7.5
2026-04-23,North,SKU-103,Halo Phone Stand,retail,37,19.0,1,19.0,7.5
2026-04-23,North,SKU-104,Drift Yoga Mat,web,31,55.0,2,110.0,26.0
2026-04-23,North,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-23,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-23,South,SKU-101,Aurora Desk Lamp,web,74,42.0,3,126.0,24.0
2026-04-23,South,SKU-101,Aurora Desk Lamp,marketplace,37,42.0,1,42.0,24.0
2026-04-23,South,SKU-101,Aurora Desk Lamp,retail,19,42.0,0,0.0,24.0
2026-04-23,South,SKU-102,Nimbus Bottle,web,127,28.0,4,112.0,11.0
2026-04-23,South,SKU-102,Nimbus Bottle,marketplace,68,28.0,2,56.0,11.0
2026-04-23,South,SKU-102,Nimbus Bottle,retail,34,28.0,1,28.0,11.0
2026-04-23,South,SKU-103,Halo Phone Stand,web,160,19.0,11,209.0,7.5
2026-04-23,South,SKU-103,Halo Phone Stand,marketplace,85,19.0,5,95.0,7.5
2026-04-23,South,SKU-103,Halo Phone Stand,retail,46,19.0,2,38.0,7.5
2026-04-23,South,SKU-104,Drift Yoga Mat,web,35,55.0,4,220.0,26.0
2026-04-23,South,SKU-104,Drift Yoga Mat,marketplace,20,55.0,1,55.0,26.0
2026-04-23,South,SKU-104,Drift Yoga Mat,retail,9,55.0,0,0.0,26.0
2026-04-23,West,SKU-101,Aurora Desk Lamp,web,43,42.0,1,42.0,24.0
2026-04-23,West,SKU-101,Aurora Desk Lamp,marketplace,24,42.0,0,0.0,24.0
2026-04-23,West,SKU-101,Aurora Desk Lamp,retail,12,42.0,0,0.0,24.0
2026-04-23,West,SKU-102,Nimbus Bottle,web,79,28.0,2,56.0,11.0
2026-04-23,West,SKU-102,Nimbus Bottle,marketplace,44,28.0,2,56.0,11.0
2026-04-23,West,SKU-102,Nimbus Bottle,retail,22,28.0,0,0.0,11.0
2026-04-23,West,SKU-103,Halo Phone Stand,web,102,19.0,8,152.0,7.5
2026-04-23,West,SKU-103,Halo Phone Stand,marketplace,54,19.0,2,38.0,7.5
2026-04-23,West,SKU-103,Halo Phone Stand,retail,24,19.0,1,19.0,7.5
2026-04-23,West,SKU-104,Drift Yoga Mat,web,21,55.0,1,55.0,26.0
2026-04-23,West,SKU-104,Drift Yoga Mat,marketplace,12,55.0,1,55.0,26.0
2026-04-23,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-24,North,SKU-101,Aurora Desk Lamp,web,79,42.0,1,42.0,24.0
2026-04-24,North,SKU-101,Aurora Desk Lamp,marketplace,38,42.0,1,42.0,24.0
2026-04-24,North,SKU-101,Aurora Desk Lamp,retail,19,42.0,0,0.0,24.0
2026-04-24,North,SKU-102,Nimbus Bottle,web,130,28.0,4,112.0,11.0
2026-04-24,North,SKU-102,Nimbus Bottle,marketplace,62,28.0,2,56.0,11.0
2026-04-24,North,SKU-102,Nimbus Bottle,retail,33,28.0,0,0.0,11.0
2026-04-24,North,SKU-103,Halo Phone Stand,web,159,19.0,8,152.0,7.5
2026-04-24,North,SKU-103,Halo Phone Stand,marketplace,80,19.0,1,19.0,7.5
2026-04-24,North,SKU-103,Halo Phone Stand,retail,46,19.0,2,38.0,7.5
2026-04-24,North,SKU-104,Drift Yoga Mat,web,35,55.0,3,165.0,26.0
2026-04-24,North,SKU-104,Drift Yoga Mat,marketplace,18,55.0,1,55.0,26.0
2026-04-24,North,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-24,South,SKU-101,Aurora Desk Lamp,web,78,42.0,2,84.0,24.0
2026-04-24,South,SKU-101,Aurora Desk Lamp,marketplace,45,42.0,1,42.0,24.0
2026-04-24,South,SKU-101,Aurora Desk Lamp,retail,23,42.0,0,0.0,24.0
2026-04-24,South,SKU-102,Nimbus Bottle,web,141,28.0,6,168.0,11.0
2026-04-24,South,SKU-102,Nimbus Bottle,marketplace,75,28.0,3,84.0,11.0
2026-04-24,South,SKU-102,Nimbus Bottle,retail,38,28.0,1,28.0,11.0
2026-04-24,South,SKU-103,Halo Phone Stand,web,173,19.0,11,209.0,7.5
2026-04-24,South,SKU-103,Halo Phone Stand,marketplace,101,19.0,4,76.0,7.5
2026-04-24,South,SKU-103,Halo Phone Stand,retail,48,19.0,1,19.0,7.5
2026-04-24,South,SKU-104,Drift Yoga Mat,web,39,55.0,4,220.0,26.0
2026-04-24,South,SKU-104,Drift Yoga Mat,marketplace,20,55.0,1,55.0,26.0
2026-04-24,South,SKU-104,Drift Yoga Mat,retail,10,55.0,0,0.0,26.0
2026-04-24,West,SKU-101,Aurora Desk Lamp,web,53,42.0,1,42.0,24.0
2026-04-24,West,SKU-101,Aurora Desk Lamp,marketplace,27,42.0,0,0.0,24.0
2026-04-24,West,SKU-101,Aurora Desk Lamp,retail,13,42.0,0,0.0,24.0
2026-04-24,West,SKU-102,Nimbus Bottle,web,92,28.0,4,112.0,11.0
2026-04-24,West,SKU-102,Nimbus Bottle,marketplace,47,28.0,1,28.0,11.0
2026-04-24,West,SKU-102,Nimbus Bottle,retail,24,28.0,1,28.0,11.0
2026-04-24,West,SKU-103,Halo Phone Stand,web,117,19.0,5,95.0,7.5
2026-04-24,West,SKU-103,Halo Phone Stand,marketplace,59,19.0,2,38.0,7.5
2026-04-24,West,SKU-103,Halo Phone Stand,retail,27,19.0,1,19.0,7.5
2026-04-24,West,SKU-104,Drift Yoga Mat,web,25,55.0,1,55.0,26.0
2026-04-24,West,SKU-104,Drift Yoga Mat,marketplace,13,55.0,0,0.0,26.0
2026-04-24,West,SKU-104,Drift Yoga Mat,retail,6,55.0,0,0.0,26.0
2026-04-25,North,SKU-101,Aurora Desk Lamp,web,83,42.0,2,84.0,24.0
2026-04-25,North,SKU-101,Aurora Desk Lamp,marketplace,44,42.0,1,42.0,24.0
2026-04-25,North,SKU-101,Aurora Desk Lamp,retail,22,42.0,0,0.0,24.0
2026-04-25,North,SKU-102,Nimbus Bottle,web,144,28.0,4,112.0,11.0
2026-04-25,North,SKU-102,Nimbus Bottle,marketplace,81,28.0,3,84.0,11.0
2026-04-25,North,SKU-102,Nimbus Bottle,retail,43,28.0,1,28.0,11.0
2026-04-25,North,SKU-103,Halo Phone Stand,web,176,19.0,12,228.0,7.5
2026-04-25,North,SKU-103,Halo Phone Stand,marketplace,103,19.0,5,95.0,7.5
2026-04-25,North,SKU-103,Halo Phone Stand,retail,51,19.0,3,57.0,7.5
2026-04-25,North,SKU-104,Drift Yoga Mat,web,41,55.0,4,220.0,26.0
2026-04-25,North,SKU-104,Drift Yoga Mat,marketplace,21,55.0,2,110.0,26.0
2026-04-25,North,SKU-104,Drift Yoga Mat,retail,10,55.0,1,55.0,26.0
2026-04-25,South,SKU-101,Aurora Desk Lamp,web,98,42.0,2,84.0,24.0
2026-04-25,South,SKU-101,Aurora Desk Lamp,marketplace,52,42.0,0,0.0,24.0
2026-04-25,South,SKU-101,Aurora Desk Lamp,retail,26,42.0,0,0.0,24.0
2026-04-25,South,SKU-102,Nimbus Bottle,web,167,28.0,5,140.0,11.0
2026-04-25,South,SKU-102,Nimbus Bottle,marketplace,86,28.0,4,112.0,11.0
2026-04-25,South,SKU-102,Nimbus Bottle,retail,44,28.0,1,28.0,11.0
2026-04-25,South,SKU-103,Halo Phone Stand,web,219,19.0,16,304.0,7.5
2026-04-25,South,SKU-103,Halo Phone Stand,marketplace,111,19.0,3,57.0,7.5
2026-04-25,South,SKU-103,Halo Phone Stand,retail,60,19.0,2,38.0,7.5
2026-04-25,South,SKU-104,Drift Yoga Mat,web,45,55.0,3,165.0,26.0
2026-04-25,South,SKU-104,Drift Yoga Mat,marketplace,25,55.0,1,55.0,26.0
2026-04-25,South,SKU-104,Drift Yoga Mat,retail,12,55.0,0,0.0,26.0
2026-04-25,West,SKU-101,Aurora Desk Lamp,web,61,42.0,1,42.0,24.0
2026-04-25,West,SKU-101,Aurora Desk Lamp,marketplace,34,42.0,1,42.0,24.0
2026-04-25,West,SKU-101,Aurora Desk Lamp,retail,16,42.0,0,0.0,24.0
2026-04-25,West,SKU-102,Nimbus Bottle,web,103,28.0,4,112.0,11.0
2026-04-25,West,SKU-102,Nimbus Bottle,marketplace,55,28.0,2,56.0,11.0
2026-04-25,West,SKU-102,Nimbus Bottle,retail,25,28.0,0,0.0,11.0
2026-04-25,West,SKU-103,Halo Phone Stand,web,138,19.0,8,152.0,7.5
2026-04-25,West,SKU-103,Halo Phone Stand,marketplace,73,19.0,3,57.0,7.5
2026-04-25,West,SKU-103,Halo Phone Stand,retail,37,19.0,2,38.0,7.5
2026-04-25,West,SKU-104,Drift Yoga Mat,web,29,55.0,2,110.0,26.0
2026-04-25,West,SKU-104,Drift Yoga Mat,marketplace,16,55.0,1,55.0,26.0
2026-04-25,West,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-26,North,SKU-101,Aurora Desk Lamp,web,78,42.0,1,42.0,24.0
2026-04-26,North,SKU-101,Aurora Desk Lamp,marketplace,45,42.0,0,0.0,24.0
2026-04-26,North,SKU-101,Aurora Desk Lamp,retail,20,42.0,0,0.0,24.0
2026-04-26,North,SKU-102,Nimbus Bottle,web,140,28.0,5,140.0,11.0
2026-04-26,North,SKU-102,Nimbus Bottle,marketplace,79,28.0,2,56.0,11.0
2026-04-26,North,SKU-102,Nimbus Bottle,retail,38,28.0,1,28.0,11.0
2026-04-26,North,SKU-103,Halo Phone Stand,web,180,19.0,11,209.0,7.5
2026-04-26,North,SKU-103,Halo Phone Stand,marketplace,101,19.0,4,76.0,7.5
2026-04-26,North,SKU-103,Halo Phone Stand,retail,46,19.0,2,38.0,7.5
2026-04-26,North,SKU-104,Drift Yoga Mat,web,40,55.0,3,165.0,26.0
2026-04-26,North,SKU-104,Drift Yoga Mat,marketplace,21,55.0,2,110.0,26.0
2026-04-26,North,SKU-104,Drift Yoga Mat,retail,9,55.0,0,0.0,26.0
2026-04-26,South,SKU-101,Aurora Desk Lamp,web,93,42.0,3,126.0,24.0
2026-04-26,South,SKU-101,Aurora Desk Lamp,marketplace,52,42.0,1,42.0,24.0
2026-04-26,South,SKU-101,Aurora Desk Lamp,retail,26,42.0,0,0.0,24.0
2026-04-26,South,SKU-102,Nimbus Bottle,web,156,28.0,4,112.0,11.0
2026-04-26,South,SKU-102,Nimbus Bottle,marketplace,88,28.0,3,84.0,11.0
2026-04-26,South,SKU-102,Nimbus Bottle,retail,43,28.0,1,28.0,11.0
2026-04-26,South,SKU-103,Halo Phone Stand,web,202,19.0,10,190.0,7.5
2026-04-26,South,SKU-103,Halo Phone Stand,marketplace,104,19.0,5,95.0,7.5
2026-04-26,South,SKU-103,Halo Phone Stand,retail,58,19.0,2,38.0,7.5
2026-04-26,South,SKU-104,Drift Yoga Mat,web,43,55.0,2,110.0,26.0
2026-04-26,South,SKU-104,Drift Yoga Mat,marketplace,22,55.0,1,55.0,26.0
2026-04-26,South,SKU-104,Drift Yoga Mat,retail,11,55.0,1,55.0,26.0
2026-04-26,West,SKU-101,Aurora Desk Lamp,web,57,42.0,1,42.0,24.0
2026-04-26,West,SKU-101,Aurora Desk Lamp,marketplace,32,42.0,1,42.0,24.0
2026-04-26,West,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-26,West,SKU-102,Nimbus Bottle,web,97,28.0,3,84.0,11.0
2026-04-26,West,SKU-102,Nimbus Bottle,marketplace,52,28.0,2,56.0,11.0
2026-04-26,West,SKU-102,Nimbus Bottle,retail,26,28.0,1,28.0,11.0
2026-04-26,West,SKU-103,Halo Phone Stand,web,120,19.0,6,114.0,7.5
2026-04-26,West,SKU-103,Halo Phone Stand,marketplace,69,19.0,3,57.0,7.5
2026-04-26,West,SKU-103,Halo Phone Stand,retail,35,19.0,2,38.0,7.5
2026-04-26,West,SKU-104,Drift Yoga Mat,web,29,55.0,2,110.0,26.0
2026-04-26,West,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-26,West,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-27,North,SKU-101,Aurora Desk Lamp,web,62,42.0,2,84.0,24.0
2026-04-27,North,SKU-101,Aurora Desk Lamp,marketplace,33,42.0,1,42.0,24.0
2026-04-27,North,SKU-101,Aurora Desk Lamp,retail,16,42.0,0,0.0,24.0
2026-04-27,North,SKU-102,Nimbus Bottle,web,102,28.0,3,84.0,11.0
2026-04-27,North,SKU-102,Nimbus Bottle,marketplace,60,28.0,2,56.0,11.0
2026-04-27,North,SKU-102,Nimbus Bottle,retail,26,28.0,1,28.0,11.0
2026-04-27,North,SKU-103,Halo Phone Stand,web,127,19.0,6,114.0,7.5
2026-04-27,North,SKU-103,Halo Phone Stand,marketplace,70,19.0,4,76.0,7.5
2026-04-27,North,SKU-103,Halo Phone Stand,retail,35,19.0,1,19.0,7.5
2026-04-27,North,SKU-104,Drift Yoga Mat,web,31,55.0,2,110.0,26.0
2026-04-27,North,SKU-104,Drift Yoga Mat,marketplace,13,55.0,1,55.0,26.0
2026-04-27,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-27,South,SKU-101,Aurora Desk Lamp,web,68,42.0,1,42.0,24.0
2026-04-27,South,SKU-101,Aurora Desk Lamp,marketplace,37,42.0,1,42.0,24.0
2026-04-27,South,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-27,South,SKU-102,Nimbus Bottle,web,120,28.0,5,140.0,11.0
2026-04-27,South,SKU-102,Nimbus Bottle,marketplace,61,28.0,2,56.0,11.0
2026-04-27,South,SKU-102,Nimbus Bottle,retail,30,28.0,1,28.0,11.0
2026-04-27,South,SKU-103,Halo Phone Stand,web,153,19.0,8,152.0,7.5
2026-04-27,South,SKU-103,Halo Phone Stand,marketplace,79,19.0,5,95.0,7.5
2026-04-27,South,SKU-103,Halo Phone Stand,retail,40,19.0,1,19.0,7.5
2026-04-27,South,SKU-104,Drift Yoga Mat,web,32,55.0,2,110.0,26.0
2026-04-27,South,SKU-104,Drift Yoga Mat,marketplace,16,55.0,1,55.0,26.0
2026-04-27,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-27,West,SKU-101,Aurora Desk Lamp,web,45,42.0,1,42.0,24.0
2026-04-27,West,SKU-101,Aurora Desk Lamp,marketplace,23,42.0,0,0.0,24.0
2026-04-27,West,SKU-101,Aurora Desk Lamp,retail,11,42.0,0,0.0,24.0
2026-04-27,West,SKU-102,Nimbus Bottle,web,75,28.0,3,84.0,11.0
2026-04-27,West,SKU-102,Nimbus Bottle,marketplace,37,28.0,1,28.0,11.0
2026-04-27,West,SKU-102,Nimbus Bottle,retail,19,28.0,0,0.0,11.0
2026-04-27,West,SKU-103,Halo Phone Stand,web,95,19.0,4,76.0,7.5
2026-04-27,West,SKU-103,Halo Phone Stand,marketplace,49,19.0,1,19.0,7.5
2026-04-27,West,SKU-103,Halo Phone Stand,retail,23,19.0,1,19.0,7.5
2026-04-27,West,SKU-104,Drift Yoga Mat,web,21,55.0,1,55.0,26.0
2026-04-27,West,SKU-104,Drift Yoga Mat,marketplace,11,55.0,1,55.0,26.0
2026-04-27,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-28,North,SKU-101,Aurora Desk Lamp,web,59,42.0,1,42.0,24.0
2026-04-28,North,SKU-101,Aurora Desk Lamp,marketplace,31,42.0,0,0.0,24.0
2026-04-28,North,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-28,North,SKU-102,Nimbus Bottle,web,104,28.0,4,112.0,11.0
2026-04-28,North,SKU-102,Nimbus Bottle,marketplace,54,28.0,1,28.0,11.0
2026-04-28,North,SKU-102,Nimbus Bottle,retail,25,28.0,1,28.0,11.0
2026-04-28,North,SKU-103,Halo Phone Stand,web,125,19.0,4,76.0,7.5
2026-04-28,North,SKU-103,Halo Phone Stand,marketplace,68,19.0,2,38.0,7.5
2026-04-28,North,SKU-103,Halo Phone Stand,retail,32,19.0,1,19.0,7.5
2026-04-28,North,SKU-104,Drift Yoga Mat,web,27,55.0,1,55.0,26.0
2026-04-28,North,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-28,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-28,South,SKU-101,Aurora Desk Lamp,web,68,42.0,1,42.0,24.0
2026-04-28,South,SKU-101,Aurora Desk Lamp,marketplace,37,42.0,1,42.0,24.0
2026-04-28,South,SKU-101,Aurora Desk Lamp,retail,19,42.0,0,0.0,24.0
2026-04-28,South,SKU-102,Nimbus Bottle,web,111,28.0,4,112.0,11.0
2026-04-28,South,SKU-102,Nimbus Bottle,marketplace,63,28.0,1,28.0,11.0
2026-04-28,South,SKU-102,Nimbus Bottle,retail,31,28.0,1,28.0,11.0
2026-04-28,South,SKU-103,Halo Phone Stand,web,143,19.0,5,95.0,7.5
2026-04-28,South,SKU-103,Halo Phone Stand,marketplace,81,19.0,5,95.0,7.5
2026-04-28,South,SKU-103,Halo Phone Stand,retail,39,19.0,1,19.0,7.5
2026-04-28,South,SKU-104,Drift Yoga Mat,web,32,55.0,3,165.0,26.0
2026-04-28,South,SKU-104,Drift Yoga Mat,marketplace,15,55.0,2,110.0,26.0
2026-04-28,South,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-28,West,SKU-101,Aurora Desk Lamp,web,39,42.0,1,42.0,24.0
2026-04-28,West,SKU-101,Aurora Desk Lamp,marketplace,22,42.0,0,0.0,24.0
2026-04-28,West,SKU-101,Aurora Desk Lamp,retail,11,42.0,0,0.0,24.0
2026-04-28,West,SKU-102,Nimbus Bottle,web,70,28.0,2,56.0,11.0
2026-04-28,West,SKU-102,Nimbus Bottle,marketplace,40,28.0,1,28.0,11.0
2026-04-28,West,SKU-102,Nimbus Bottle,retail,18,28.0,0,0.0,11.0
2026-04-28,West,SKU-103,Halo Phone Stand,web,88,19.0,6,114.0,7.5
2026-04-28,West,SKU-103,Halo Phone Stand,marketplace,49,19.0,2,38.0,7.5
2026-04-28,West,SKU-103,Halo Phone Stand,retail,25,19.0,1,19.0,7.5
2026-04-28,West,SKU-104,Drift Yoga Mat,web,20,55.0,0,0.0,26.0
2026-04-28,West,SKU-104,Drift Yoga Mat,marketplace,10,55.0,0,0.0,26.0
2026-04-28,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-29,North,SKU-101,Aurora Desk Lamp,web,59,42.0,1,42.0,24.0
2026-04-29,North,SKU-101,Aurora Desk Lamp,marketplace,29,42.0,0,0.0,24.0
2026-04-29,North,SKU-101,Aurora Desk Lamp,retail,16,42.0,0,0.0,24.0
2026-04-29,North,SKU-102,Nimbus Bottle,web,101,28.0,4,112.0,11.0
2026-04-29,North,SKU-102,Nimbus Bottle,marketplace,51,28.0,1,28.0,11.0
2026-04-29,North,SKU-102,Nimbus Bottle,retail,28,28.0,1,28.0,11.0
2026-04-29,North,SKU-103,Halo Phone Stand,web,118,19.0,6,114.0,7.5
2026-04-29,North,SKU-103,Halo Phone Stand,marketplace,70,19.0,3,57.0,7.5
2026-04-29,North,SKU-103,Halo Phone Stand,retail,34,19.0,1,19.0,7.5
2026-04-29,North,SKU-104,Drift Yoga Mat,web,28,55.0,2,110.0,26.0
2026-04-29,North,SKU-104,Drift Yoga Mat,marketplace,14,55.0,1,55.0,26.0
2026-04-29,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-29,South,SKU-101,Aurora Desk Lamp,web,63,42.0,1,42.0,24.0
2026-04-29,South,SKU-101,Aurora Desk Lamp,marketplace,35,42.0,1,42.0,24.0
2026-04-29,South,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-29,South,SKU-102,Nimbus Bottle,web,113,28.0,2,56.0,11.0
2026-04-29,South,SKU-102,Nimbus Bottle,marketplace,59,28.0,2,56.0,11.0
2026-04-29,South,SKU-102,Nimbus Bottle,retail,27,28.0,1,28.0,11.0
2026-04-29,South,SKU-103,Halo Phone Stand,web,140,19.0,6,114.0,7.5
2026-04-29,South,SKU-103,Halo Phone Stand,marketplace,78,19.0,3,57.0,7.5
2026-04-29,South,SKU-103,Halo Phone Stand,retail,39,19.0,2,38.0,7.5
2026-04-29,South,SKU-104,Drift Yoga Mat,web,31,55.0,3,165.0,26.0
2026-04-29,South,SKU-104,Drift Yoga Mat,marketplace,16,55.0,2,110.0,26.0
2026-04-29,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-29,West,SKU-101,Aurora Desk Lamp,web,43,42.0,1,42.0,24.0
2026-04-29,West,SKU-101,Aurora Desk Lamp,marketplace,21,42.0,0,0.0,24.0
2026-04-29,West,SKU-101,Aurora Desk Lamp,retail,10,42.0,0,0.0,24.0
2026-04-29,West,SKU-102,Nimbus Bottle,web,70,28.0,1,28.0,11.0
2026-04-29,West,SKU-102,Nimbus Bottle,marketplace,38,28.0,1,28.0,11.0
2026-04-29,West,SKU-102,Nimbus Bottle,retail,17,28.0,0,0.0,11.0
2026-04-29,West,SKU-103,Halo Phone Stand,web,86,19.0,5,95.0,7.5
2026-04-29,West,SKU-103,Halo Phone Stand,marketplace,52,19.0,3,57.0,7.5
2026-04-29,West,SKU-103,Halo Phone Stand,retail,25,19.0,1,19.0,7.5
2026-04-29,West,SKU-104,Drift Yoga Mat,web,19,55.0,1,55.0,26.0
2026-04-29,West,SKU-104,Drift Yoga Mat,marketplace,10,55.0,0,0.0,26.0
2026-04-29,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-30,North,SKU-101,Aurora Desk Lamp,web,66,42.0,2,84.0,24.0
2026-04-30,North,SKU-101,Aurora Desk Lamp,marketplace,33,42.0,0,0.0,24.0
2026-04-30,North,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-30,North,SKU-102,Nimbus Bottle,web,107,28.0,4,112.0,11.0
2026-04-30,North,SKU-102,Nimbus Bottle,marketplace,61,28.0,2,56.0,11.0
2026-04-30,North,SKU-102,Nimbus Bottle,retail,29,28.0,0,0.0,11.0
